tweet,probability,Classification,True_class
maga kag u becomes eus top supplier soybeans strengthening president trumps trade deal,0.7704870008909108,NOT,OFF
scottgimple ruined thewalkingdead feartwd hope checks cash forever never get another job amc,0.5910661091971605,NOT,NOT
pnp results yet pnp vice presidential race supporting damion crawford feel comfotable ,0.5619100426369845,NOT,NOT
betoorourke continues attack pushes guncontrol,0.6333313545462045,NOT,OFF
another season tom brady give niggas,0.8026724003602549,NOT,NOT
wcw goes beautiful sexy without would lost brought dark light world love much,0.7755154816690697,NOT,NOT
weloveshawnbecause reason whole mendesarmy smile everyday seeing happy makes millions us happier,0.8104131653716817,NOT,NOT
 giving antifa asked problem,0.7118536941292347,NOT,NOT
chequers chuckers reminder eea efta norway ruled move ceta canada,0.8324300203892373,NOT,NOT
 one favorite quotes internet confident bends maths hardcore,0.6771739813872834,NOT,NOT
biggest accomplishment school,0.7050356869144255,NOT,OFF
lifeisbutepu black say word nigga feel niggas,0.34669106622513546,OFF,NOT
emmys host michaelche says onlywhitepeople thankjesus award shows republicans excrackheads liberals one pope republican excrackheads emmyawards roasted mocking middle america ratings hit time low,0.5641967636664349,NOT,NOT
staffpick human rights crisis us accused failing protect citizens gun violence,0.5952444478701482,NOT,NOT
benjones assistant director republican party conservatives future capital punishment deathpenalty,0.6034683188776306,NOT,NOT
breaking christineblasey ford published eight studies abortion pill works company produces corcepttherapeutics inc cort ru liberals kavanaugh v cort roevwade kavanaughconfirmation,0.6912586443582245,NOT,OFF
austerity low pay tuitionfees lack housing wages falling universalcredit unaffordable rents nhs crisis crap railways empty shops brexit deal exit eu windrush grenfell short years completely fucked uk,0.8575413128300999,NOT,NOT
yehundinonkibaathai special corner people define simplicity real beauty long time among many actresses personifying true sense stunning naturally,0.7446007454828867,NOT,NOT
minutes instinct love alancummings instinct intriguing,0.8552400965999257,NOT,OFF
thosethataretheloudest afraid justice coming bono scam like clintonfoundation pedowood haiti,0.6203411398287371,NOT,NOT
look chicago baltimore examples strict gun control laws effective,0.6977081564034189,NOT,NOT
welovesergiobecause angel pure sweet loves supports us much love support mention dancing king irl love seg,0.7992108881630456,NOT,NOT
republican devinnunes says liberals antifa causing riots winning newsweek,0.6585659352821955,NOT,OFF
days bbc radio festival day decide tell us headline act isnt coming anymore thanks lot ive paid fortune see tonne acts shit interest ,0.7966795036162874,NOT,OFF
tytlive trump needs go danger country world way get rid good,0.7748065976738796,NOT,NOT
constitutionaldecay isnt abstraction manifests every debate words written fall short providing useful relevant framework root issues diverse gun control abortion data privacy healthcare instance,0.7283989960313073,NOT,OFF
davidhogg nobody,0.3060867227031334,OFF,NOT
 sweetheart hope gets well soon patient strong mr capullo,0.8338193592340122,NOT,NOT
bbcbias wato conservatives built twice much council housing labour wrecked economy almost bankrupted country,0.8688508881763136,NOT,NOT
chicago gun control effective eliminated crime completely ,0.71726662962288,NOT,NOT
follows ,0.8688508881763136,NOT,NOT
room actually incredible noname shit always im seein like days melbourne life good nice day,0.7234646459646867,NOT,NOT
cnn irrationally argues legalising abortion ireland based murder infant liberals think savetheth thamendment thref ccot pjnet tcot bluewave conservatives teaparty lovethemboth repealtheth,0.6253260115040553,NOT,OFF
 like still really miserable unpleasant us like even told werent happy would got divorced even born im like cool cool literally born hatred thats awesome wonder im fuckup,0.6275565651002968,NOT,NOT
rosierules fanclub rosie never fails matter go mom takes fan club starts follow mom pets talks think pretty cool wait til figure dad mints pockets,0.5909344792648827,NOT,NOT
awe cute cute,0.8072396902896799,NOT,NOT
vaginaldavis radical performer educator artist embraces life margins multiple identities intersex terrorist drag queen black creole mexican german jewish roots born los angeles ca sometime around ,0.4401474164634124,OFF,NOT
 literally everything,0.5702773092630117,NOT,NOT
ah called george,0.7216537649838843,NOT,NOT
myuniqueheritage separate family tree personalities havent made past mom yet,0.6187670369841558,NOT,NOT
wednesdaywisdom lovelibraries lovetoread share us reading wednesday,0.8526827648010165,NOT,OFF
desantis deracist bad choice distanced prezs comments today questioning deaths puerto rico hurricane maria whataputz,0.5382532879932855,NOT,NOT
google awesome,0.8688508881763136,NOT,NOT
kavanaugh professorchristineford started story said said become liberals vs conservatives,0.6832492838492339,NOT,NOT
groomhaircuts hmmn hm nutten nuh change weather lastleg wavecuts youthcuts straightrazors snip groom sbarbershop southorangevillage,0.813382532948536,NOT,OFF
lost acca first fucking fight cba,0.6631897629138632,NOT,OFF
 use one next time im gun control debate debate free speech taxes yes choose irresponsible choose argue responsible whats wrong justify murder saying never alive right,0.6814899218334849,NOT,OFF
 hell think ,0.5226327348966642,NOT,NOT
 nasty,0.8031673212946129,NOT,OFF
liberalismisamentaldisorder hypocrites democratshateamerica democratsaredangerous everything liberals touch turns absolute shit,0.47886964019252976,OFF,NOT
wednesdaywisdom extreme weather road conditions make driving dangerous stressful please safe effected hurricaneflorerence safetyfirst,0.650972662824457,NOT,NOT
veer left old church,0.7174365711069323,NOT,NOT
hurricanceflorence way praywithoutceasing,0.5626640041182296,NOT,NOT
antifa grueling training goes much better video game,0.6691188555407004,NOT,NOT
best price asmodee board game various,0.8688508881763136,NOT,NOT
nickidagoat ,0.7769474623994759,NOT,NOT
 good getting truth,0.5070410174197374,NOT,NOT
nowplaying interview monique rochon starring pulpit secrets september landis theater vineland listen thelounge,0.816347662318941,NOT,NOT
nbakfreeagent looking rd member crew dont good records reason due random teammates hmu interested pure slasher pg pure sharp sg,0.7099535811784097,NOT,NOT
shugurrgiveaway craig wearing swag party hat thank shugurr inspiration helping realize love art best,0.7015061260967825,NOT,NOT
hollywood liberals threatening since reagan bush w bush trump none made move emptythreats michael moore says move canada new film leads trouble,0.6827744290878739,NOT,OFF
 niggas podcasts youtube channels dedicated shit aint getting solved ,0.26729437665617495,OFF,NOT
smexy beach long chair asleep cigarette wine hands openrp,0.6405471604948388,NOT,NOT
 pandering hrc crowd blm antifa yeah thats really texas needs office god bless texas voterednov,0.5069810646052344,NOT,OFF
anytime randomly bust laughing remembered dumb shit albria said,0.5088692274732186,NOT,NOT
climatchange ticks conservatives hard belief system rain toadstools locusts problem much actual rain unbelievable good article full quotes words via,0.7166210212964385,NOT,OFF
 like jewish people claims holding money sound familiar left wing libtard family family kkk hate jews thats funny gun control even funnier good luck,0.5948692503214608,NOT,NOT
maga read george conway calls donald trumps ceaseless shameless witless prevarication virtually topics via,0.6815026949243785,NOT,NOT
 ,0.7769474623994759,NOT,OFF
k bitches,0.5403086943462648,NOT,OFF
liberals always dirty tricks get way,0.5697923111805978,NOT,OFF
conservatives upset bertenernie gay sexualpredator hooker rapist supremecourtjustice,0.5858736923406302,NOT,OFF
antifa protest athens years murder pavlos fyssas golden dawn voters complicit crimes killahp,0.6140356891591596,NOT,NOT
 abused sit wait maybe change future going get ticket evaluating date writing account disabled instagram whole text comment field,0.6013602278211837,NOT,NOT
kavanaugh john fund kavanaugh ford controversy even honest liberals upset,0.7090595377662346,NOT,NOT
gun control takes guns law abiding citizens thats ,0.5405934080556485,NOT,NOT
antifa resist trump trying bring world peace obstruct like democrats good also haters gonna hate,0.5171716282634424,NOT,NOT
 advocate model natural beauty,0.8633331541685902,NOT,NOT
maga kavanaughconfirmationhearings postponing votes well lets open hush fund books ,0.6779997916261897,NOT,NOT
ticktock formally charged mishandling sensitive material choice release proof guilty high treason united states selling patented military secrets saudi arabian government,0.6724832210782645,NOT,NOT
backtheblue jeff sessions listen aclu antifa black lives matter want chicago shootings via,0.556970051505838,NOT,OFF
conservatives like old garbage bags blowing wind old garbage bag ,0.6946554029189366,NOT,NOT
tipoftheday giving coffee gift part gift make sure ask airtight container valve sealed bag tin ties cute preserve coffee past week join mailing list tips facts coffee news,0.6721797194410243,NOT,NOT
arizona tennessee alaska sc soon rinos aka liberals reelection vote draintheswamp,0.7019369460389594,NOT,NOT
affirmativeaction affirmativehate altleft wants law prof fired pointing poor performance unqualified admits tcot conservatives law lawyers lawdean lawprof upenn altleft highered aba highereducation academictwitter,0.729432921592343,NOT,NOT
lisaxmichaelkors soo beautifull,0.7769474623994759,NOT,NOT
breaking official music video gtfo reached million views youtube still us itunes music video charts keep streaming lambs,0.7231558026104888,NOT,NOT
vijaymallyacase usually good credible anchor heard interpreting malliyas statement others said met talk settlement said maliya said leaving london please contact live tv,0.6806610961983388,NOT,NOT
aurora il kanecty please keep looking sharing sweetheart named rosey little white tan chihuahua terribly missed see call right away,0.7683799681562355,NOT,OFF
bakersfield need gun control sorry victims gunman hope rots hell,0.6973935500498403,NOT,NOT
believe going teach ways create exclusive online traffic economy never short supply qualified prospects sales ,0.7094960253707169,NOT,NOT
trump going visit victims hurricaneflorence antifa planning rally meantime party boats bros antifascist maga kag wwgwga greatawakening qanon qarmy florenceaftermath florencenc northcarolina,0.6529721714827958,NOT,NOT
denver venues stacked epic shows fall put together fall music guide help pick shows going hit season check ,0.7614923881929403,NOT,NOT
sundayfunday go check girl thecanncierge takes bomb photos drops hell lot cannabis knowledge canncierge im pot stock,0.6596701233784752,NOT,NOT
chan hunting antifa via,0.8477501049669804,NOT,OFF
honoursacrificeboycottmatch hope human rights rats r happy hope sidhu happy hope liberals r happy lets play cricket wth thm lets thank thm wht r soldiers lets celebrate impotence funny piddly little nation like pak taking us ride,0.7542797586417135,NOT,NOT
womenwednesday meet multiple award winning designer bfa demand grad behind recent redesign lacava centre pictured classmates concordia cualumni,0.8235922575119333,NOT,OFF
confirmkavanaugh kavanaugh scotus potus presidenttrump americafirst maga kag anti trump liberal activist accuser ford makes accusation willing subject b question suffer consequence filing false charge lockherup,0.704351210861113,NOT,NOT
anal stimulation,0.7769474623994759,NOT,OFF
resist traitors caught video breaking laws communist socialism ways slow trump agenda dc chapter democrat socialists america forget antifa distraction real resistance maga,0.6554978722479288,NOT,NOT
nuevafotodeperfil pic awesome,0.45442045944665166,OFF,NOT
serenawilliams making start st set look like ancient history playing usopen,0.7628864272257343,NOT,NOT
wce love life best thing ever happened girlfriend also best friend know alot heart breaks baby break heart p yes cropped r truth ,0.7327066288636994,NOT,NOT
celebrities bekah martinez pregnant bachelor star expecting first child boyfriend grayston bekah martinez whole new reality going mom bachelor contestant via,0.6546408477146284,NOT,NOT
greatawakening qanon patriotsunited wwgwga areyouawake awake see clearly check video,0.7444080466636963,NOT,NOT
florence looks like getting ready explode notice eye starting reappear,0.7500645752114754,NOT,NOT
alex jones smokin dicks mans really got supporters ,0.5573720245508886,NOT,NOT
bbnaija told u child grace meant busy time famz anybody teamceec,0.4798974353156723,OFF,OFF
christineblaseyford grinding kavanaugh party almost yrs ago gotta love age ridiculous metoo movement swear kavanaugh already get liberals anxiety attack like,0.5994694448971336,NOT,NOT
choosecruz let ca ny liberals dontcamytexas,0.7219049095363756,NOT,NOT
celine swittins follback erza jullian openfolbackceline swittins,0.7769474623994759,NOT,OFF
corybooker hero american traitor treated arrest prosecute carry sentence kavanaughconfirmation via,0.6475174780816995,NOT,NOT
conservatives thanks tory doctrinaire policies going back time losing hard one benefits prosperity go forward eu partners,0.8145909929222067,NOT,OFF
round goon bitch kiddin ,0.33710336529643403,OFF,NOT
hurricaneflorence producing rain please safe,0.8584413569736996,NOT,NOT
scott gottlieb doesnt know whats opiod whats hes definitely expert anything however expert reading bank statements counting money,0.7629788517091263,NOT,NOT
angels runs five come courtesy mike trout homers trout connects pitch runners second third,0.7527349304885976,NOT,NOT
california leads way gun safety,0.63545318084685,NOT,NOT
communistnewsnetwork rented lips never ever seen protesting demanding gun control streets chicago liberalshateamerica,0.601157319009149,NOT,NOT
 blow hard going push votes bad enough names always tappanzee bridge us nyrs say hope investigate going opened risk lives one knew ready,0.582089231814444,NOT,NOT
patriotsunited patriotseffectingchange patriot maga trump trumpssuperelites thestorm greatawakeningworldwide qanon wwgwga law abiding citizens right defend fight fire fire antifa article shows us read,0.6369455634435567,NOT,NOT
sundayshoutouts amazing boundless support endless appreciation support return loop love respect,0.8444693024391796,NOT,OFF
morebs barrysoetorobullshit,0.7769474623994759,NOT,OFF
tytlive omg latino faith based woman think trump christian wow poster child immorality hating latinos,0.5120035066350879,NOT,NOT
 stuff people say amazes get already gun control take look happens people arrested gun charges weekend chicago given slap wrist nra,0.6635036357294399,NOT,NOT
conservatives always revolting,0.8139484444418124,NOT,NOT
 said vast majority us leftists support gun control inherently left wing policy many revolutionary socialists anarchists support aggressive gun control believe working class armed self defense,0.7084131145753982,NOT,NOT
democrats liberals accuse brettkavanaugh proof meanwhile supported tedkennedy run called lion senate killed woman wednesdaywisdom news trump,0.5812885215574681,NOT,NOT
google fellow goggler must say election night one greatest nights life watching libs hillary supporters especially media still laughing alls pain tears brought great joy thankyou,0.6920862719200316,NOT,NOT
bestpotusever lovemypresident maga brilliant winning masternegotiator thank ,0.8688508881763136,NOT,OFF
carrey pervert ,0.5541152843454629,NOT,NOT
angel dad lawmakers really cared citizens would secure border via,0.6060062273549893,NOT,NOT
 american tail really one underrated animations ever ever ever fuck cried scene,0.5647825597267823,NOT,OFF
nigga stupid trash dont play play bitch,0.38777797301697525,OFF,OFF
nooneaskme opinion offset keeping beef cardib know cardi slow believe everything says meal ticket think offset need sit ugly ass ,0.5322442227028797,NOT,OFF
icymi liberals favorite myth obama law professor destroyed,0.5551655618292684,NOT,NOT
joyfulglitz younique blessed momlife,0.7954355865455747,NOT,NOT
haveyoursay live garston jane wants hear views location new community police station proposing open new accessible community base south liverpool nhs treatment centre church road think,0.7900024083864969,NOT,NOT
seek lord find call near isaiah god waiting come kingdom jesusiscalling give new life repentance forgiveness salvation sin satan europaafricaus pray trustgod believe,0.8269869614798343,NOT,NOT
repost get repost happy th one prince harry duke sussex grounded compassionate guy taking mother im,0.7932275929488058,NOT,NOT
 complete person ever met know happen pro football lot special things life want duke football player ands buts ,0.8126751355864232,NOT,NOT
spending speed money saving atlest earn start today look income expenses find start cut back get save,0.7470406054965802,NOT,NOT
jenelle wants world know bikini oh pray nc,0.7811738493630369,NOT,OFF
 demonstrate wholly incapable carrying thought logical conclusion ,0.7737596413479911,NOT,NOT
uglyisthenewpretty let ppl tell look ultimate power projecting laughing projections others actor play life ride afraid ,0.6735752895340197,NOT,NOT
maga cares farm reason commit murder end story,0.6107197795725126,NOT,NOT
go jeans wearing wranglers yrs ever since found levis contributed heavily gun control groups gun grabbing politicians back ,0.7126801347670335,NOT,NOT
feelsgoodgirl proud amazing gambit,0.8688508881763136,NOT,NOT
 guess thats swamp ass originated,0.5083185843337089,NOT,NOT
maga qanon greatawakening inners wwgwga nowcomesthepain walkaway goodbyedemocrats mccabe strzok caught destroying evidence final days fbi huber running grand jury,0.6831988857955105,NOT,NOT
conservatives arent afraid anitahill redux know power matters truth republicans arent worried kavanaugh hearing backfire facts almost dont matter news gop trump liars posttruth soctus,0.5753551581783295,NOT,NOT
brexit deal reached eu hold onto hats hardbrexit brexitdeal chequersdeal chuckchequers mbga mega mcga maga conservatives patriots mayout maymustgo,0.8688508881763136,NOT,NOT
 reminder david harcourt classic everyone wants fuehrer history national socialism australia new zealand avail pdf antifa auspol fcknzs,0.7119566464200373,NOT,NOT
titty,0.7769474623994759,NOT,NOT
soc oc dom manapun plot foto hanya penanda faceclaim,0.7769474623994759,NOT,NOT
texas wake socialist mesmerizing weak minded state texas crying loud places embody american spirit individual freedom texas standard bearer make damn stand great senator savetexas,0.7048476203796328,NOT,NOT
pastramicity sad found sky sooner music still amazing,0.6777744676749238,NOT,NOT
wcw zamalek zamo mapholoba first friend uni upto today still muntu love pholobs years strong,0.8068685789427877,NOT,NOT
proudfatherswithrtg way cnt wait hope god mke hppn,0.811414729203014,NOT,NOT
 irrelevant find weed would dug th grade picture wearing hoodie talk thug ,0.6551395114262798,NOT,NOT
chequers dead e time move supercanada offered take time face fact retire mrs may appoint new leader probably,0.845726814703753,NOT,NOT
auspol flawed though many ways individuals labor pms always battled achieved lot nation recently apart gun control lnp actually done nation go make list,0.6414847265051817,NOT,OFF
 pet fucking disgusting,0.17888744307374682,OFF,NOT
maga breaking news dnc stole playbook george costanza seinfeld least know dnc rule lie believe watch,0.6781020241302922,NOT,OFF
liberalhypocrisy tacobell liberals ask illegal immigration taco bell employee habla ingles,0.6277859053566819,NOT,NOT
years ago antifa rapper pavlos fyssas surrounded fascists golden dawn party keratsini athens stabbed death five years later forget forgive,0.59046409532477,NOT,NOT
collegefootball dt ol gallatin tn turned yrs old aug st average movement dog sec pac big big,0.7217330715802897,NOT,NOT
 agree common ground like bushes particularly hw,0.8688508881763136,NOT,OFF
blackinkcrewchi lily dont hate hate worst enemy cause let anger get way legit feel like shes one kids work job,0.5734100546039973,NOT,OFF
justiceforsoniasfather mr usman buzdar sb please respond sonia iqbal daughter pti counsellor okara whose father killed elections nawaz league killers saying commit suicide front media justice,0.6773097427940358,NOT,NOT
listen aclu antifa blacklivesmatter want chicago shootings via sessions,0.7049864141720801,NOT,NOT
ruth porat another coincidence good people people like shapping narrative censoring search results,0.7066520967654051,NOT,OFF
worst potus ever,0.5524684326719373,NOT,OFF
conservatives genetic ability understand hypocrisy irony right wing ideology gets ya twisted knots onpoli ontario partyofyesteryear fraudnation,0.7337407787631416,NOT,NOT
 got angry stating checked drawer dont see making argument could still fault particular instance ohreally,0.7360905963935047,NOT,NOT
aldubthweeksary thankful keep fighting want tomorrow,0.8243782101416857,NOT,OFF
oitnb worst public defender trailing pen uner words,0.7905157350525052,NOT,NOT
trademark attorney daniela paull paris next week attending nd annual conference get touch also attending would like set meeting ip,0.7777406315619313,NOT,NOT
timetravelthursday maxdrivetimetravelthursday onairwithshine np home maxdrive w radioenchantress,0.6940646330705358,NOT,NOT
 never regretted even hardest times,0.5533147285185254,NOT,OFF
theview bothamjean believe amyguyger lying pos live near police station hope pray cop bust house thinking kills god people color police prey always police cross hairs matter ,0.5752631905858325,NOT,OFF
antifa september stop fascist nvu amsterdam,0.7326091095965394,NOT,NOT
becauseoftories lowest youth unemployment since records began,0.7216248525009121,NOT,OFF
 thats nyfw cause class act getcho wack ass outta ,0.3677919248308821,OFF,NOT
maga kavanaugh drainthedeepstate like see interviewed book war laid lot happening today dc secret resistance society antifa white house meeting interesting hear yrs bk,0.7339026872982181,NOT,NOT
sandraoh dressed like queen tonight salute canadian goddess let hope win killingeve emmyawards,0.8688508881763136,NOT,NOT
wwe considers raw bigger show ronda later ppv shows bigger nane,0.7008738552863848,NOT,OFF
greatestthingsaboutthes liberals werent unhinged,0.5375956095828908,NOT,NOT
stayonyourpath healthquote wishing loose fat get back wellbeing slow reverse aging process check super powerful natural method,0.8140044581487009,NOT,NOT
somethingisabouttohappen goes bottle floor water dripping snapped trying cool pissed something sure stay tuned,0.6565739639762384,NOT,NOT
fakenews like gloss today thanks christineblaseyford circus act confirmjudgekavanaughnow get back triggering liberals talking success,0.6938749706429608,NOT,NOT
capitalism may undermined displacement menial laborers ai conservatives therefore inoculate knee jerk reactionism notion living wage economics marxism marx robotics communism socialism socialismkills,0.7412281675393895,NOT,NOT
california tries new tack gun violence bullet control new york times activist,0.7623521673308262,NOT,NOT
eminem could gone harder reason rapgod one best lyricist game lot people talk smack never ,0.6969881095929187,NOT,OFF
conservatives mus pray liberals trooly kno knot watt brot socialist democrat wonderful ignorant parents served inda military learnd serve christ eye reel eyesed conservativism closely aligned w god,0.5592866961794007,NOT,NOT
deplorabledregofsociety says joe bidens girlfriend lol maga redtidalwave onward dregs,0.5979749250025657,NOT,OFF
disarmthem antifa please one stupid enough us open carry us carry concealed anyone stupid enough considered act aggression shot also carry one weapon shoot kill maim,0.631540327015257,NOT,OFF
puerto rico destroyed die trump visits throws paper rolls people months later puerto rico still waiting help trump says everything fine visit great success,0.5211249941460427,NOT,NOT
beto rourke talks gun control houston campaign events via,0.7087562244339913,NOT,OFF
 sick ass ppl school gave something chug nasty drink go away,0.5380372186699367,NOT,NOT
anyone want bet costs k election referendum,0.7454551278656862,NOT,NOT
conservatives going make hay trudeaus answer truth theres criminals everywhere people commit heinous acts violence whether theyre syria brownskin white canadian born tragic around,0.6357636052480367,NOT,NOT
 reading feel like hearing cardi b voice rapping,0.6085543321426463,NOT,OFF
conservatives dumberthandogshit central point tweet,0.7975519134427285,NOT,NOT
season scary er subject condemn antifa take soros money,0.769351125540347,NOT,NOT
charlotte could see anywhere rainfall hurricaneflorence florencenc florence nothing mess around powerful life threatening major hurricane bringing lot,0.6430609924549155,NOT,OFF
rosie makes nauseous,0.8688508881763136,NOT,OFF
feminazis liberals metoo counts blame non liberal man bizarro kag,0.5794375800713385,NOT,NOT
conservatives like liberals definition liberty different conservatives freedom means freedom obstruct impede prevent progress humanrights civilrights society general liberals freedom comes ,0.7247622847423764,NOT,NOT
watch ielts liz amazing,0.8688508881763136,NOT,OFF
brexit deal reached unveiled special summit november sold uk eu better finished,0.8688508881763136,NOT,NOT
blackeyedpeas tackle gun control social justice new song big love,0.7244588848300436,NOT,NOT
google appears completely testosterone free work environment soyboys fairyland hurricaneflorence,0.6975104455152427,NOT,NOT
wednesdaymotivation startup entrepreneur boss want salute start entrepreneurs thing especially ones lack true insight tasks need done law,0.6671664112535345,NOT,OFF
crazyredhead angry orange cheeto claims president never accept denying lives lost puerto rico monster,0.44070442019513734,OFF,NOT
bull crap know care trying get attention presidential run see senator giving nonsense nope,0.5789215693346389,NOT,NOT
congratulations erika ikizake day marta pass courtesy marta campus services keep following us prizes staytuned thestateway gopanthers,0.8592983598510082,NOT,NOT
hurricanceflorence god bless president donald j trump thank service saint haters going hate keep great work,0.8349822889242602,NOT,OFF
europaleague song eu cash remaining chips p ss played cards liberals u brexiteers trump takes nice eh life better everyone,0.7233676378424024,NOT,NOT
 managed ,0.7769474623994759,NOT,NOT
god help us ,0.8688508881763136,NOT,NOT
hillary clinton talking gun control sure thread full well reasoned data driven responses oh well maybe ,0.6794615674763957,NOT,NOT
democrat last ditch effort stop kavanaughconfirmation smear good name liberals trying protect abortions boycott,0.6526094722852943,NOT,OFF
 phone fucking dumb,0.6474117035757383,NOT,NOT
kendalljenner looks amazing cares nude everyone likes nudity sexual desire like artistry every woman planet parts comfortable yougotthis,0.6570163713087123,NOT,NOT
scorpio sure committed partners keep satisfied bed set,0.6936548814135572,NOT,NOT
wisdom wellness teach right way build private online traffic economy never short prospects sales ,0.7429295475576694,NOT,NOT
months standing talking climbing ,0.6788044570048725,NOT,NOT
creepypornpresident want trending office,0.6713843860807223,NOT,OFF
howtogetpeopleoutofyourhome tell vampire threaten eat get asses shrugs problem,0.605154228678503,NOT,NOT
fact lost popular vote fact gop gone way ignored democrats conclusion never spoke america gop gop trumpism maga livewithit,0.5528600255383291,NOT,NOT
 mexican way support gun control already place means people like ever touch gun saying nothing ,0.619681756389786,NOT,OFF
kavanaugh moment blaseyford exposed fraud expect new accuser surface liberals one trick pony liberalismisamentaldisorder,0.7095650523269178,NOT,NOT
en taller bx,0.7769474623994759,NOT,NOT
hiac match becky vs charlotte kinda sucky far taking shots back forth stumbling around like drunk version final fantasy something,0.7264867729587333,NOT,NOT
gul bukhari gul bukhari bcoz iron lady power ,0.7754593709949983,NOT,NOT
aparently computer want operate moment upload episodes individually sorry inconvenience,0.8232678468485367,NOT,NOT
christineblaseyford democrats condemn conservatives made minds time made minds condemn kavanaugh without question vote kavanaugh hearings,0.7244277810331836,NOT,NOT
 see point school shootings extremely controversial bickering gun control vs gun rights nike controversy current one,0.6774216058310378,NOT,NOT
nunsprotest sad nobody supporting sisters mother superior christian community difficult stand victim whether nun ordinary victim,0.5383499583259408,NOT,NOT
pornhub thoughtful people taking suggestions category underserved communities ,0.6470783271783466,NOT,NOT
 agree read first paragraph struggled get past condescension lawyer educated opinion lawyers differing educated opinions,0.6954471841989887,NOT,OFF
bcog cool confident cocky kicks ass,0.32674001309982525,OFF,NOT
proudfatherswithrtg bafethu love good look kids hope supportive moms im truly inspired best father im father ever become one,0.7606717232258843,NOT,NOT
p hussain message muslims entire humanity really great message entire world,0.6657482377013302,NOT,NOT
chequersplan absolute farce brexit conservatives idea may totally discredited time election forthemany,0.8688508881763136,NOT,OFF
oh fuck ,0.3391825466860471,OFF,NOT
lifeisbutepu friends dont know using pics memes twitter,0.6093896593878512,NOT,NOT
thenunmovie scary thought would clearly critics think terrifyingly creepy like ties theconjuring series,0.6751270853803003,NOT,NOT
breakingnews trump issues statement christine blasey ford see visit bluewave bluetsunami maga democrats liberals scotus crypto,0.7064151245230974,NOT,OFF
liberalhypocrisy criminal democrat evidence ellison liberals hypocrites keith ellison domestic violence accuser says democratic party believe story,0.6497442057065704,NOT,NOT
wotd isaiah lord guide continually giving water dry restoring strength like well watered garden like ever flowing,0.7260344710364951,NOT,NOT
greatawakening qanon resist impeachtrump mueller muellertime liberals liked retweeted post know exculpatory means lol testament lack interest details thanks guys,0.6869838034469962,NOT,NOT
trump real good witness johndowd good witness mr president afraid help day following remarks attorney dowd quit everybody,0.8353908789601645,NOT,NOT
repost get repost motto pr car wherever aspire break entertainment industry start pr business need,0.6889194901495885,NOT,OFF
democratpartyofdomesticterrorists fascist antifa feminazi walkaway run,0.6846188608348414,NOT,NOT
 im getting turnt holo keef regardless,0.42734773659345904,OFF,NOT
talks vyvx cloud connect offering secure reliable connectivity direct connect via,0.8551951248805215,NOT,OFF
auspol know still job seriously,0.7038533149199486,NOT,OFF
maga tell one good thing trump done president dare worst president history,0.7145154919160599,NOT,NOT
daysofcode day react redux montreal,0.8688508881763136,NOT,NOT
chequers violation democracy standupbrexit people must respected,0.6990098173168953,NOT,NOT
arsyoungjaeday happy birthday choi youngjae vocals god contagious laughter beautiful man could never feel sad whenever see img snippet video always brightens day last img saw,0.8035446696259059,NOT,NOT
tickets htafc away match watfordfc go sale supporters priority points monday,0.586348279290709,NOT,NOT
u put privileged nfl player ur ad th anniv sacrificed nothing still rich life tom burnett passenger doom flight told wife others sacrificed everything gave life save others everything,0.7006812956947943,NOT,OFF
confirmkavanugh stall tactics dc cronies recourse delays votered end madness maga,0.604764455059472,NOT,OFF
beats hell nj lol dude already made assumption antifa even ignored evidence make assumption,0.6296981008939302,NOT,OFF
stopetchecopar fuck que florezcan mil baby etchecopar,0.39943260864223995,OFF,NOT
antifa invaded memorial recognition kate steinle austin texas tried comfort looked like struggling returned southern district new york recused michael cohen raid trump full support moving ,0.6972048966446088,NOT,NOT
laws law abiding citizens second amendment dont need gun control criminals dont care use guns end time figure stop using guns,0.5874940650691934,NOT,NOT
onairnow jon bellion rsidance,0.7769474623994759,NOT,NOT
immigration public charge rule law years u social safety net designed support u citizens finance foreigners lives u trump maga via,0.6900410093748998,NOT,NOT
florence list hurricane florence feeds trump maga central va close view excessive rainfall outlook today monday purple areas highest risk vawx ncwx nrv rke,0.66263929476538,NOT,NOT
feckless encourage liberals democrats waste lot time expending energy trying convince trump voter dont need majority via,0.6301116300856175,NOT,OFF
antifa mentally unstable cowards pretending relevant,0.5311830829684456,NOT,NOT
emmys sanda ho asia america canadian description ,0.6700737105593952,NOT,NOT
welovesergiobecause sweetest guy ever loves us much happy fan,0.8157713501859256,NOT,NOT
 nc thursday work nursing home hair around heard tv alert afterwards tests tv went lunch one radio strange keep saying unusual,0.7479873890247759,NOT,NOT
 sleepy bot cuddles roguebot,0.6545858855523783,NOT,OFF
 browning looked like dog shit fcs school whats point,0.5559817550472139,NOT,NOT
wcw live coverage youtube videos textureontherunway official natural hair media company nyc emmy award winner fierce,0.6984994741018569,NOT,NOT
ctriders hope enjoying friday looking way enjoy nice weather weekend september readanewbookmonth nothing like reading new book patio nice cup coffee anyone ready anything interesting month,0.7496093572991956,NOT,NOT
wow safe sex hot love butch top also receives,0.8366440148848718,NOT,NOT
antifa men get riled big anti trump rally playing theme song wonder woman movie repeat power rangers,0.6312382174587129,NOT,NOT
