tweet,probability,Classification,True_class
maga kag u becomes eus top supplier soybeans strengthening president trumps trade deal,0.774487431794964,NOT,OFF
scottgimple ruined thewalkingdead feartwd hope checks cash forever never get another job amc,0.5853687121474516,NOT,NOT
pnp results yet pnp vice presidential race supporting damion crawford feel comfotable ,0.667114818512583,NOT,NOT
betoorourke continues attack pushes guncontrol,0.7677019767263842,NOT,OFF
another season tom brady give niggas,0.8640399258849898,NOT,NOT
wcw goes beautiful sexy without would lost brought dark light world love much,0.6800582223716848,NOT,NOT
weloveshawnbecause reason whole mendesarmy smile everyday seeing happy makes millions us happier,0.7114821059756927,NOT,NOT
 giving antifa asked problem,0.6009073799135309,NOT,NOT
chequers chuckers reminder eea efta norway ruled move ceta canada,0.8943172663144344,NOT,NOT
 one favorite quotes internet confident bends maths hardcore,0.7379064857902358,NOT,NOT
biggest accomplishment school,0.8263419338785658,NOT,OFF
lifeisbutepu black say word nigga feel niggas,0.4433360194714835,OFF,NOT
emmys host michaelche says onlywhitepeople thankjesus award shows republicans excrackheads liberals one pope republican excrackheads emmyawards roasted mocking middle america ratings hit time low,0.6859893769291734,NOT,NOT
staffpick human rights crisis us accused failing protect citizens gun violence,0.6177798484512411,NOT,NOT
benjones assistant director republican party conservatives future capital punishment deathpenalty,0.7391127984699102,NOT,NOT
breaking christineblasey ford published eight studies abortion pill works company produces corcepttherapeutics inc cort ru liberals kavanaugh v cort roevwade kavanaughconfirmation,0.7239106778555919,NOT,OFF
austerity low pay tuitionfees lack housing wages falling universalcredit unaffordable rents nhs crisis crap railways empty shops brexit deal exit eu windrush grenfell short years completely fucked uk,0.9094658468326238,NOT,NOT
yehundinonkibaathai special corner people define simplicity real beauty long time among many actresses personifying true sense stunning naturally,0.748269091072534,NOT,NOT
minutes instinct love alancummings instinct intriguing,0.840631339523889,NOT,OFF
thosethataretheloudest afraid justice coming bono scam like clintonfoundation pedowood haiti,0.6824443387905711,NOT,NOT
look chicago baltimore examples strict gun control laws effective,0.7738798827144223,NOT,NOT
welovesergiobecause angel pure sweet loves supports us much love support mention dancing king irl love seg,0.725163680741153,NOT,NOT
republican devinnunes says liberals antifa causing riots winning newsweek,0.6752673866267777,NOT,OFF
days bbc radio festival day decide tell us headline act isnt coming anymore thanks lot ive paid fortune see tonne acts shit interest ,0.7736091017322874,NOT,OFF
tytlive trump needs go danger country world way get rid good,0.6811671061768954,NOT,NOT
constitutionaldecay isnt abstraction manifests every debate words written fall short providing useful relevant framework root issues diverse gun control abortion data privacy healthcare instance,0.7649867803251422,NOT,OFF
davidhogg nobody,0.43664770151825316,OFF,NOT
 sweetheart hope gets well soon patient strong mr capullo,0.7785388657783319,NOT,NOT
bbcbias wato conservatives built twice much council housing labour wrecked economy almost bankrupted country,0.9311382542105651,NOT,NOT
chicago gun control effective eliminated crime completely ,0.7085547969430412,NOT,NOT
follows ,0.938354095050833,NOT,NOT
room actually incredible noname shit always im seein like days melbourne life good nice day,0.711496128414435,NOT,NOT
cnn irrationally argues legalising abortion ireland based murder infant liberals think savetheth thamendment thref ccot pjnet tcot bluewave conservatives teaparty lovethemboth repealtheth,0.6806425027098831,NOT,OFF
 like still really miserable unpleasant us like even told werent happy would got divorced even born im like cool cool literally born hatred thats awesome wonder im fuckup,0.6348503238409707,NOT,NOT
rosierules fanclub rosie never fails matter go mom takes fan club starts follow mom pets talks think pretty cool wait til figure dad mints pockets,0.629720154615575,NOT,NOT
awe cute cute,0.7257216494715616,NOT,NOT
vaginaldavis radical performer educator artist embraces life margins multiple identities intersex terrorist drag queen black creole mexican german jewish roots born los angeles ca sometime around ,0.6244251950585973,NOT,NOT
 literally everything,0.46399016360473544,OFF,NOT
ah called george,0.7744420286732754,NOT,NOT
myuniqueheritage separate family tree personalities havent made past mom yet,0.6918413935746357,NOT,NOT
wednesdaywisdom lovelibraries lovetoread share us reading wednesday,0.8299304053792266,NOT,OFF
desantis deracist bad choice distanced prezs comments today questioning deaths puerto rico hurricane maria whataputz,0.6308223167982266,NOT,NOT
google awesome,0.8862419322825369,NOT,NOT
kavanaugh professorchristineford started story said said become liberals vs conservatives,0.6028726930457866,NOT,NOT
groomhaircuts hmmn hm nutten nuh change weather lastleg wavecuts youthcuts straightrazors snip groom sbarbershop southorangevillage,0.6712297069213486,NOT,OFF
lost acca first fucking fight cba,0.6361078996956113,NOT,OFF
 use one next time im gun control debate debate free speech taxes yes choose irresponsible choose argue responsible whats wrong justify murder saying never alive right,0.6667895952989757,NOT,OFF
 hell think ,0.49498575211979534,OFF,NOT
 nasty,0.7693098883107263,NOT,OFF
liberalismisamentaldisorder hypocrites democratshateamerica democratsaredangerous everything liberals touch turns absolute shit,0.4655874213029805,OFF,NOT
wednesdaywisdom extreme weather road conditions make driving dangerous stressful please safe effected hurricaneflorerence safetyfirst,0.7138053536114604,NOT,NOT
veer left old church,0.7101406131888196,NOT,NOT
hurricanceflorence way praywithoutceasing,0.5945900418599155,NOT,NOT
antifa grueling training goes much better video game,0.7349622240859024,NOT,NOT
best price asmodee board game various,0.8937264160118886,NOT,NOT
nickidagoat ,0.598708746976834,NOT,NOT
 good getting truth,0.46074141554371995,OFF,NOT
nowplaying interview monique rochon starring pulpit secrets september landis theater vineland listen thelounge,0.8795396213155782,NOT,NOT
nbakfreeagent looking rd member crew dont good records reason due random teammates hmu interested pure slasher pg pure sharp sg,0.7535298156626241,NOT,NOT
shugurrgiveaway craig wearing swag party hat thank shugurr inspiration helping realize love art best,0.7329320778280841,NOT,NOT
hollywood liberals threatening since reagan bush w bush trump none made move emptythreats michael moore says move canada new film leads trouble,0.6952240923952765,NOT,OFF
 niggas podcasts youtube channels dedicated shit aint getting solved ,0.6187356622365279,NOT,NOT
smexy beach long chair asleep cigarette wine hands openrp,0.6320567335480883,NOT,NOT
 pandering hrc crowd blm antifa yeah thats really texas needs office god bless texas voterednov,0.5973547018030161,NOT,OFF
anytime randomly bust laughing remembered dumb shit albria said,0.6299899364124821,NOT,NOT
climatchange ticks conservatives hard belief system rain toadstools locusts problem much actual rain unbelievable good article full quotes words via,0.7552063715498742,NOT,OFF
 like jewish people claims holding money sound familiar left wing libtard family family kkk hate jews thats funny gun control even funnier good luck,0.5824626265802183,NOT,NOT
maga read george conway calls donald trumps ceaseless shameless witless prevarication virtually topics via,0.6335472426319897,NOT,NOT
 ,0.598708746976834,NOT,OFF
k bitches,0.5383826396463591,NOT,OFF
liberals always dirty tricks get way,0.7088726316567684,NOT,OFF
conservatives upset bertenernie gay sexualpredator hooker rapist supremecourtjustice,0.5488840718272364,NOT,OFF
antifa protest athens years murder pavlos fyssas golden dawn voters complicit crimes killahp,0.5482301547680986,NOT,NOT
 abused sit wait maybe change future going get ticket evaluating date writing account disabled instagram whole text comment field,0.7077705277825956,NOT,NOT
kavanaugh john fund kavanaugh ford controversy even honest liberals upset,0.6090109042780516,NOT,NOT
gun control takes guns law abiding citizens thats ,0.752551567355461,NOT,NOT
antifa resist trump trying bring world peace obstruct like democrats good also haters gonna hate,0.6081690458797842,NOT,NOT
 advocate model natural beauty,0.8519040643531939,NOT,NOT
maga kavanaughconfirmationhearings postponing votes well lets open hush fund books ,0.7404382373094908,NOT,NOT
ticktock formally charged mishandling sensitive material choice release proof guilty high treason united states selling patented military secrets saudi arabian government,0.726496163785531,NOT,NOT
backtheblue jeff sessions listen aclu antifa black lives matter want chicago shootings via,0.5298436438098166,NOT,OFF
conservatives like old garbage bags blowing wind old garbage bag ,0.6500023428157258,NOT,NOT
tipoftheday giving coffee gift part gift make sure ask airtight container valve sealed bag tin ties cute preserve coffee past week join mailing list tips facts coffee news,0.7021141539333275,NOT,NOT
arizona tennessee alaska sc soon rinos aka liberals reelection vote draintheswamp,0.7477407415246622,NOT,NOT
affirmativeaction affirmativehate altleft wants law prof fired pointing poor performance unqualified admits tcot conservatives law lawyers lawdean lawprof upenn altleft highered aba highereducation academictwitter,0.7270926699478124,NOT,NOT
lisaxmichaelkors soo beautifull,0.598708746976834,NOT,NOT
breaking official music video gtfo reached million views youtube still us itunes music video charts keep streaming lambs,0.6975169809549022,NOT,NOT
vijaymallyacase usually good credible anchor heard interpreting malliyas statement others said met talk settlement said maliya said leaving london please contact live tv,0.7229739350269622,NOT,NOT
aurora il kanecty please keep looking sharing sweetheart named rosey little white tan chihuahua terribly missed see call right away,0.7238929873313094,NOT,OFF
bakersfield need gun control sorry victims gunman hope rots hell,0.6790022521466985,NOT,NOT
believe going teach ways create exclusive online traffic economy never short supply qualified prospects sales ,0.7285603138372378,NOT,NOT
trump going visit victims hurricaneflorence antifa planning rally meantime party boats bros antifascist maga kag wwgwga greatawakening qanon qarmy florenceaftermath florencenc northcarolina,0.8458122142055984,NOT,NOT
denver venues stacked epic shows fall put together fall music guide help pick shows going hit season check ,0.7790461874311669,NOT,NOT
sundayfunday go check girl thecanncierge takes bomb photos drops hell lot cannabis knowledge canncierge im pot stock,0.6934052327624474,NOT,NOT
chan hunting antifa via,0.6417834424422739,NOT,OFF
honoursacrificeboycottmatch hope human rights rats r happy hope sidhu happy hope liberals r happy lets play cricket wth thm lets thank thm wht r soldiers lets celebrate impotence funny piddly little nation like pak taking us ride,0.6731174972707625,NOT,NOT
womenwednesday meet multiple award winning designer bfa demand grad behind recent redesign lacava centre pictured classmates concordia cualumni,0.8386080382074721,NOT,OFF
confirmkavanaugh kavanaugh scotus potus presidenttrump americafirst maga kag anti trump liberal activist accuser ford makes accusation willing subject b question suffer consequence filing false charge lockherup,0.748620500062825,NOT,NOT
anal stimulation,0.598708746976834,NOT,OFF
resist traitors caught video breaking laws communist socialism ways slow trump agenda dc chapter democrat socialists america forget antifa distraction real resistance maga,0.7030469252221146,NOT,NOT
nuevafotodeperfil pic awesome,0.7246664816839743,NOT,NOT
serenawilliams making start st set look like ancient history playing usopen,0.7413644414818328,NOT,NOT
wce love life best thing ever happened girlfriend also best friend know alot heart breaks baby break heart p yes cropped r truth ,0.6383535757552856,NOT,NOT
celebrities bekah martinez pregnant bachelor star expecting first child boyfriend grayston bekah martinez whole new reality going mom bachelor contestant via,0.6648564932944032,NOT,NOT
greatawakening qanon patriotsunited wwgwga areyouawake awake see clearly check video,0.8700415636649348,NOT,NOT
florence looks like getting ready explode notice eye starting reappear,0.723966484453417,NOT,NOT
alex jones smokin dicks mans really got supporters ,0.5101835090072235,NOT,NOT
bbnaija told u child grace meant busy time famz anybody teamceec,0.46472858562139985,OFF,OFF
christineblaseyford grinding kavanaugh party almost yrs ago gotta love age ridiculous metoo movement swear kavanaugh already get liberals anxiety attack like,0.6447088363008481,NOT,NOT
choosecruz let ca ny liberals dontcamytexas,0.826215551302006,NOT,NOT
celine swittins follback erza jullian openfolbackceline swittins,0.598708746976834,NOT,OFF
corybooker hero american traitor treated arrest prosecute carry sentence kavanaughconfirmation via,0.6965789665917916,NOT,NOT
conservatives thanks tory doctrinaire policies going back time losing hard one benefits prosperity go forward eu partners,0.856820667108381,NOT,OFF
round goon bitch kiddin ,0.6983546541778081,NOT,NOT
hurricaneflorence producing rain please safe,0.8896602747163483,NOT,NOT
scott gottlieb doesnt know whats opiod whats hes definitely expert anything however expert reading bank statements counting money,0.7144293431875701,NOT,NOT
angels runs five come courtesy mike trout homers trout connects pitch runners second third,0.7749903691632323,NOT,NOT
california leads way gun safety,0.7231461866613981,NOT,NOT
communistnewsnetwork rented lips never ever seen protesting demanding gun control streets chicago liberalshateamerica,0.6818642911521073,NOT,NOT
 blow hard going push votes bad enough names always tappanzee bridge us nyrs say hope investigate going opened risk lives one knew ready,0.6485456125993314,NOT,NOT
patriotsunited patriotseffectingchange patriot maga trump trumpssuperelites thestorm greatawakeningworldwide qanon wwgwga law abiding citizens right defend fight fire fire antifa article shows us read,0.7974860204488656,NOT,NOT
sundayshoutouts amazing boundless support endless appreciation support return loop love respect,0.7405335034560341,NOT,OFF
morebs barrysoetorobullshit,0.598708746976834,NOT,OFF
tytlive omg latino faith based woman think trump christian wow poster child immorality hating latinos,0.6285481503506924,NOT,NOT
 stuff people say amazes get already gun control take look happens people arrested gun charges weekend chicago given slap wrist nra,0.6638165389449484,NOT,NOT
conservatives always revolting,0.792144164353998,NOT,NOT
 said vast majority us leftists support gun control inherently left wing policy many revolutionary socialists anarchists support aggressive gun control believe working class armed self defense,0.7546777352951867,NOT,NOT
democrats liberals accuse brettkavanaugh proof meanwhile supported tedkennedy run called lion senate killed woman wednesdaywisdom news trump,0.5871511111633618,NOT,NOT
google fellow goggler must say election night one greatest nights life watching libs hillary supporters especially media still laughing alls pain tears brought great joy thankyou,0.7227576484985161,NOT,NOT
bestpotusever lovemypresident maga brilliant winning masternegotiator thank ,0.8878659160875941,NOT,OFF
carrey pervert ,0.5954172828473763,NOT,NOT
angel dad lawmakers really cared citizens would secure border via,0.6832784947225271,NOT,NOT
 american tail really one underrated animations ever ever ever fuck cried scene,0.5498004227710622,NOT,OFF
nigga stupid trash dont play play bitch,0.5639929881161667,NOT,OFF
nooneaskme opinion offset keeping beef cardib know cardi slow believe everything says meal ticket think offset need sit ugly ass ,0.6015880691693631,NOT,OFF
icymi liberals favorite myth obama law professor destroyed,0.6109192098521705,NOT,NOT
joyfulglitz younique blessed momlife,0.8302170052373533,NOT,NOT
haveyoursay live garston jane wants hear views location new community police station proposing open new accessible community base south liverpool nhs treatment centre church road think,0.8079737927055028,NOT,NOT
seek lord find call near isaiah god waiting come kingdom jesusiscalling give new life repentance forgiveness salvation sin satan europaafricaus pray trustgod believe,0.7534675560246746,NOT,NOT
repost get repost happy th one prince harry duke sussex grounded compassionate guy taking mother im,0.7195473119437246,NOT,NOT
 complete person ever met know happen pro football lot special things life want duke football player ands buts ,0.7862862278740396,NOT,NOT
spending speed money saving atlest earn start today look income expenses find start cut back get save,0.7612648506258897,NOT,NOT
jenelle wants world know bikini oh pray nc,0.6210891234377456,NOT,OFF
 demonstrate wholly incapable carrying thought logical conclusion ,0.771372449616158,NOT,NOT
uglyisthenewpretty let ppl tell look ultimate power projecting laughing projections others actor play life ride afraid ,0.6961694227141918,NOT,NOT
maga cares farm reason commit murder end story,0.6538055765340292,NOT,NOT
go jeans wearing wranglers yrs ever since found levis contributed heavily gun control groups gun grabbing politicians back ,0.7201684725285321,NOT,NOT
feelsgoodgirl proud amazing gambit,0.797411120068211,NOT,NOT
 guess thats swamp ass originated,0.5389625569870791,NOT,NOT
maga qanon greatawakening inners wwgwga nowcomesthepain walkaway goodbyedemocrats mccabe strzok caught destroying evidence final days fbi huber running grand jury,0.8747023475889584,NOT,NOT
conservatives arent afraid anitahill redux know power matters truth republicans arent worried kavanaugh hearing backfire facts almost dont matter news gop trump liars posttruth soctus,0.5810867689797099,NOT,NOT
brexit deal reached eu hold onto hats hardbrexit brexitdeal chequersdeal chuckchequers mbga mega mcga maga conservatives patriots mayout maymustgo,0.9689145192197425,NOT,NOT
 reminder david harcourt classic everyone wants fuehrer history national socialism australia new zealand avail pdf antifa auspol fcknzs,0.7945650882828846,NOT,NOT
titty,0.598708746976834,NOT,NOT
soc oc dom manapun plot foto hanya penanda faceclaim,0.598708746976834,NOT,NOT
texas wake socialist mesmerizing weak minded state texas crying loud places embody american spirit individual freedom texas standard bearer make damn stand great senator savetexas,0.7086544830280044,NOT,NOT
pastramicity sad found sky sooner music still amazing,0.6542159384782013,NOT,NOT
wcw zamalek zamo mapholoba first friend uni upto today still muntu love pholobs years strong,0.7631841140078308,NOT,NOT
proudfatherswithrtg way cnt wait hope god mke hppn,0.6019977440142721,NOT,NOT
 irrelevant find weed would dug th grade picture wearing hoodie talk thug ,0.6599430611699493,NOT,NOT
chequers dead e time move supercanada offered take time face fact retire mrs may appoint new leader probably,0.8371222216705999,NOT,NOT
auspol flawed though many ways individuals labor pms always battled achieved lot nation recently apart gun control lnp actually done nation go make list,0.7118385559643627,NOT,OFF
 pet fucking disgusting,0.43664770151825316,OFF,NOT
maga breaking news dnc stole playbook george costanza seinfeld least know dnc rule lie believe watch,0.6410506132743122,NOT,OFF
liberalhypocrisy tacobell liberals ask illegal immigration taco bell employee habla ingles,0.7034863126915326,NOT,NOT
years ago antifa rapper pavlos fyssas surrounded fascists golden dawn party keratsini athens stabbed death five years later forget forgive,0.5560548715290243,NOT,NOT
collegefootball dt ol gallatin tn turned yrs old aug st average movement dog sec pac big big,0.7123574388556803,NOT,NOT
 agree common ground like bushes particularly hw,0.8774466804184156,NOT,OFF
blackinkcrewchi lily dont hate hate worst enemy cause let anger get way legit feel like shes one kids work job,0.6177922144198168,NOT,OFF
justiceforsoniasfather mr usman buzdar sb please respond sonia iqbal daughter pti counsellor okara whose father killed elections nawaz league killers saying commit suicide front media justice,0.7547146460436153,NOT,NOT
listen aclu antifa blacklivesmatter want chicago shootings via sessions,0.6394296484119071,NOT,NOT
ruth porat another coincidence good people people like shapping narrative censoring search results,0.7326578750597819,NOT,OFF
worst potus ever,0.6868825924588203,NOT,OFF
conservatives genetic ability understand hypocrisy irony right wing ideology gets ya twisted knots onpoli ontario partyofyesteryear fraudnation,0.7883848202733551,NOT,NOT
 got angry stating checked drawer dont see making argument could still fault particular instance ohreally,0.6911341651509253,NOT,NOT
aldubthweeksary thankful keep fighting want tomorrow,0.7168440033481647,NOT,OFF
oitnb worst public defender trailing pen uner words,0.797147035480256,NOT,NOT
trademark attorney daniela paull paris next week attending nd annual conference get touch also attending would like set meeting ip,0.7971607946846315,NOT,NOT
timetravelthursday maxdrivetimetravelthursday onairwithshine np home maxdrive w radioenchantress,0.6032333766652898,NOT,NOT
 never regretted even hardest times,0.5512020354961062,NOT,OFF
theview bothamjean believe amyguyger lying pos live near police station hope pray cop bust house thinking kills god people color police prey always police cross hairs matter ,0.6464835610147022,NOT,OFF
antifa september stop fascist nvu amsterdam,0.679054444600842,NOT,NOT
becauseoftories lowest youth unemployment since records began,0.8238201655087839,NOT,OFF
 thats nyfw cause class act getcho wack ass outta ,0.4805918379822801,OFF,NOT
maga kavanaugh drainthedeepstate like see interviewed book war laid lot happening today dc secret resistance society antifa white house meeting interesting hear yrs bk,0.7050929831211352,NOT,NOT
sandraoh dressed like queen tonight salute canadian goddess let hope win killingeve emmyawards,0.8204114656881655,NOT,NOT
wwe considers raw bigger show ronda later ppv shows bigger nane,0.6087710804054673,NOT,OFF
greatestthingsaboutthes liberals werent unhinged,0.4051393478151559,OFF,NOT
stayonyourpath healthquote wishing loose fat get back wellbeing slow reverse aging process check super powerful natural method,0.8108854471308824,NOT,NOT
somethingisabouttohappen goes bottle floor water dripping snapped trying cool pissed something sure stay tuned,0.5776653896877602,NOT,NOT
fakenews like gloss today thanks christineblaseyford circus act confirmjudgekavanaughnow get back triggering liberals talking success,0.7341180548787204,NOT,NOT
capitalism may undermined displacement menial laborers ai conservatives therefore inoculate knee jerk reactionism notion living wage economics marxism marx robotics communism socialism socialismkills,0.7621239880077303,NOT,NOT
california tries new tack gun violence bullet control new york times activist,0.7828831140487071,NOT,NOT
eminem could gone harder reason rapgod one best lyricist game lot people talk smack never ,0.6713753795831598,NOT,OFF
conservatives mus pray liberals trooly kno knot watt brot socialist democrat wonderful ignorant parents served inda military learnd serve christ eye reel eyesed conservativism closely aligned w god,0.6396566161883162,NOT,NOT
deplorabledregofsociety says joe bidens girlfriend lol maga redtidalwave onward dregs,0.6140142991218621,NOT,OFF
disarmthem antifa please one stupid enough us open carry us carry concealed anyone stupid enough considered act aggression shot also carry one weapon shoot kill maim,0.6814504775050243,NOT,OFF
puerto rico destroyed die trump visits throws paper rolls people months later puerto rico still waiting help trump says everything fine visit great success,0.5458790532799686,NOT,NOT
beto rourke talks gun control houston campaign events via,0.7390138671719017,NOT,OFF
 sick ass ppl school gave something chug nasty drink go away,0.57793325952775,NOT,NOT
anyone want bet costs k election referendum,0.7234602200706031,NOT,NOT
conservatives going make hay trudeaus answer truth theres criminals everywhere people commit heinous acts violence whether theyre syria brownskin white canadian born tragic around,0.6382233860274195,NOT,NOT
 reading feel like hearing cardi b voice rapping,0.5538191157665661,NOT,OFF
conservatives dumberthandogshit central point tweet,0.8220112249184554,NOT,NOT
season scary er subject condemn antifa take soros money,0.7227478572493954,NOT,NOT
charlotte could see anywhere rainfall hurricaneflorence florencenc florence nothing mess around powerful life threatening major hurricane bringing lot,0.625632264931735,NOT,OFF
rosie makes nauseous,0.8692213668009569,NOT,OFF
feminazis liberals metoo counts blame non liberal man bizarro kag,0.6939375304958662,NOT,NOT
conservatives like liberals definition liberty different conservatives freedom means freedom obstruct impede prevent progress humanrights civilrights society general liberals freedom comes ,0.8162707559588281,NOT,NOT
watch ielts liz amazing,0.7210431380681688,NOT,OFF
brexit deal reached unveiled special summit november sold uk eu better finished,0.957902259949005,NOT,NOT
blackeyedpeas tackle gun control social justice new song big love,0.7821287895366886,NOT,NOT
google appears completely testosterone free work environment soyboys fairyland hurricaneflorence,0.7094880643484651,NOT,NOT
wednesdaymotivation startup entrepreneur boss want salute start entrepreneurs thing especially ones lack true insight tasks need done law,0.5942223633072156,NOT,OFF
crazyredhead angry orange cheeto claims president never accept denying lives lost puerto rico monster,0.5564526802602502,NOT,NOT
bull crap know care trying get attention presidential run see senator giving nonsense nope,0.5164173062865225,NOT,NOT
congratulations erika ikizake day marta pass courtesy marta campus services keep following us prizes staytuned thestateway gopanthers,0.8623177547097309,NOT,NOT
hurricanceflorence god bless president donald j trump thank service saint haters going hate keep great work,0.7672447667291539,NOT,OFF
europaleague song eu cash remaining chips p ss played cards liberals u brexiteers trump takes nice eh life better everyone,0.7543335710679983,NOT,NOT
 managed ,0.598708746976834,NOT,NOT
god help us ,0.6720624074575317,NOT,NOT
hillary clinton talking gun control sure thread full well reasoned data driven responses oh well maybe ,0.6066601593953187,NOT,NOT
democrat last ditch effort stop kavanaughconfirmation smear good name liberals trying protect abortions boycott,0.669689794970447,NOT,OFF
 phone fucking dumb,0.7288266334742503,NOT,NOT
kendalljenner looks amazing cares nude everyone likes nudity sexual desire like artistry every woman planet parts comfortable yougotthis,0.6618929012476407,NOT,NOT
scorpio sure committed partners keep satisfied bed set,0.7399045284826706,NOT,NOT
wisdom wellness teach right way build private online traffic economy never short prospects sales ,0.7807406288884408,NOT,NOT
months standing talking climbing ,0.5286154407165531,NOT,NOT
creepypornpresident want trending office,0.5916755135757921,NOT,OFF
howtogetpeopleoutofyourhome tell vampire threaten eat get asses shrugs problem,0.6042145257336285,NOT,NOT
fact lost popular vote fact gop gone way ignored democrats conclusion never spoke america gop gop trumpism maga livewithit,0.6207829389432309,NOT,NOT
 mexican way support gun control already place means people like ever touch gun saying nothing ,0.6185765983207583,NOT,OFF
kavanaugh moment blaseyford exposed fraud expect new accuser surface liberals one trick pony liberalismisamentaldisorder,0.6938569061341642,NOT,NOT
en taller bx,0.598708746976834,NOT,NOT
hiac match becky vs charlotte kinda sucky far taking shots back forth stumbling around like drunk version final fantasy something,0.7655396462931436,NOT,NOT
gul bukhari gul bukhari bcoz iron lady power ,0.7711313677995644,NOT,NOT
aparently computer want operate moment upload episodes individually sorry inconvenience,0.7489806273134985,NOT,NOT
christineblaseyford democrats condemn conservatives made minds time made minds condemn kavanaugh without question vote kavanaugh hearings,0.7203956607038,NOT,NOT
 see point school shootings extremely controversial bickering gun control vs gun rights nike controversy current one,0.6740711004904973,NOT,NOT
nunsprotest sad nobody supporting sisters mother superior christian community difficult stand victim whether nun ordinary victim,0.5571120884676011,NOT,NOT
pornhub thoughtful people taking suggestions category underserved communities ,0.5597045398836995,NOT,NOT
 agree read first paragraph struggled get past condescension lawyer educated opinion lawyers differing educated opinions,0.705280069206629,NOT,OFF
bcog cool confident cocky kicks ass,0.43664770151825316,OFF,NOT
proudfatherswithrtg bafethu love good look kids hope supportive moms im truly inspired best father im father ever become one,0.6610655023006575,NOT,NOT
p hussain message muslims entire humanity really great message entire world,0.6742296456886206,NOT,NOT
chequersplan absolute farce brexit conservatives idea may totally discredited time election forthemany,0.9086949178160766,NOT,OFF
oh fuck ,0.4594575234989018,OFF,NOT
lifeisbutepu friends dont know using pics memes twitter,0.5448061575957752,NOT,NOT
thenunmovie scary thought would clearly critics think terrifyingly creepy like ties theconjuring series,0.6382996189073118,NOT,NOT
breakingnews trump issues statement christine blasey ford see visit bluewave bluetsunami maga democrats liberals scotus crypto,0.7711705474964357,NOT,OFF
liberalhypocrisy criminal democrat evidence ellison liberals hypocrites keith ellison domestic violence accuser says democratic party believe story,0.4663418182865162,OFF,NOT
wotd isaiah lord guide continually giving water dry restoring strength like well watered garden like ever flowing,0.6762616819646312,NOT,NOT
greatawakening qanon resist impeachtrump mueller muellertime liberals liked retweeted post know exculpatory means lol testament lack interest details thanks guys,0.7688743555772903,NOT,NOT
trump real good witness johndowd good witness mr president afraid help day following remarks attorney dowd quit everybody,0.7990107054022731,NOT,NOT
repost get repost motto pr car wherever aspire break entertainment industry start pr business need,0.6833700756173751,NOT,OFF
democratpartyofdomesticterrorists fascist antifa feminazi walkaway run,0.7965338472791657,NOT,NOT
 im getting turnt holo keef regardless,0.5390736494726128,NOT,NOT
talks vyvx cloud connect offering secure reliable connectivity direct connect via,0.8569900589021495,NOT,OFF
auspol know still job seriously,0.5108842460773084,NOT,OFF
maga tell one good thing trump done president dare worst president history,0.7155122439378935,NOT,NOT
daysofcode day react redux montreal,0.9280534271628047,NOT,NOT
chequers violation democracy standupbrexit people must respected,0.8136648733183053,NOT,NOT
arsyoungjaeday happy birthday choi youngjae vocals god contagious laughter beautiful man could never feel sad whenever see img snippet video always brightens day last img saw,0.7063705185193991,NOT,NOT
tickets htafc away match watfordfc go sale supporters priority points monday,0.7615973056769981,NOT,NOT
u put privileged nfl player ur ad th anniv sacrificed nothing still rich life tom burnett passenger doom flight told wife others sacrificed everything gave life save others everything,0.7001001863749561,NOT,OFF
confirmkavanugh stall tactics dc cronies recourse delays votered end madness maga,0.8083493117263147,NOT,OFF
beats hell nj lol dude already made assumption antifa even ignored evidence make assumption,0.6397282020527053,NOT,OFF
stopetchecopar fuck que florezcan mil baby etchecopar,0.43664770151825316,OFF,NOT
antifa invaded memorial recognition kate steinle austin texas tried comfort looked like struggling returned southern district new york recused michael cohen raid trump full support moving ,0.6924074502976323,NOT,NOT
laws law abiding citizens second amendment dont need gun control criminals dont care use guns end time figure stop using guns,0.7168822473814043,NOT,NOT
onairnow jon bellion rsidance,0.598708746976834,NOT,NOT
immigration public charge rule law years u social safety net designed support u citizens finance foreigners lives u trump maga via,0.7083730114490909,NOT,NOT
florence list hurricane florence feeds trump maga central va close view excessive rainfall outlook today monday purple areas highest risk vawx ncwx nrv rke,0.6861360199566331,NOT,NOT
feckless encourage liberals democrats waste lot time expending energy trying convince trump voter dont need majority via,0.6085492450594602,NOT,OFF
antifa mentally unstable cowards pretending relevant,0.5838779634351146,NOT,NOT
emmys sanda ho asia america canadian description ,0.7488642817075942,NOT,NOT
welovesergiobecause sweetest guy ever loves us much happy fan,0.721670084956388,NOT,NOT
 nc thursday work nursing home hair around heard tv alert afterwards tests tv went lunch one radio strange keep saying unusual,0.7200360158477568,NOT,NOT
 sleepy bot cuddles roguebot,0.7732782207197197,NOT,OFF
 browning looked like dog shit fcs school whats point,0.5981643699569086,NOT,NOT
wcw live coverage youtube videos textureontherunway official natural hair media company nyc emmy award winner fierce,0.7939708848581638,NOT,NOT
ctriders hope enjoying friday looking way enjoy nice weather weekend september readanewbookmonth nothing like reading new book patio nice cup coffee anyone ready anything interesting month,0.7390463870861096,NOT,NOT
wow safe sex hot love butch top also receives,0.7639488260684137,NOT,NOT
antifa men get riled big anti trump rally playing theme song wonder woman movie repeat power rangers,0.656092885686657,NOT,NOT
brettkavanaugh anyway matter replacement justice kennedy bigger one conservatives fortifying scotus majority decades come libs longer hiding desire directly attack bill rights,0.6767151557870188,NOT,OFF
