tweet,probability,Classification,True_class
maga kag u becomes eus top supplier soybeans strengthening president trumps trade deal,0.7611174861573693,NOT,OFF
scottgimple ruined thewalkingdead feartwd hope checks cash forever never get another job amc,0.6136533269577045,NOT,NOT
pnp results yet pnp vice presidential race supporting damion crawford feel comfotable ,0.6256131135329713,NOT,NOT
betoorourke continues attack pushes guncontrol,0.6708955691328966,NOT,OFF
another season tom brady give niggas,0.7768368505198188,NOT,NOT
wcw goes beautiful sexy without would lost brought dark light world love much,0.6225024915707926,NOT,NOT
weloveshawnbecause reason whole mendesarmy smile everyday seeing happy makes millions us happier,0.711315223441651,NOT,NOT
 giving antifa asked problem,0.6639863175798211,NOT,NOT
chequers chuckers reminder eea efta norway ruled move ceta canada,0.7793646160212756,NOT,NOT
 one favorite quotes internet confident bends maths hardcore,0.7451167588207663,NOT,NOT
biggest accomplishment school,0.7988648044398873,NOT,OFF
lifeisbutepu black say word nigga feel niggas,0.4581431339430404,OFF,NOT
emmys host michaelche says onlywhitepeople thankjesus award shows republicans excrackheads liberals one pope republican excrackheads emmyawards roasted mocking middle america ratings hit time low,0.6538996443464302,NOT,NOT
staffpick human rights crisis us accused failing protect citizens gun violence,0.6503153808221974,NOT,NOT
benjones assistant director republican party conservatives future capital punishment deathpenalty,0.7260136733766007,NOT,NOT
breaking christineblasey ford published eight studies abortion pill works company produces corcepttherapeutics inc cort ru liberals kavanaugh v cort roevwade kavanaughconfirmation,0.7446987425296194,NOT,OFF
austerity low pay tuitionfees lack housing wages falling universalcredit unaffordable rents nhs crisis crap railways empty shops brexit deal exit eu windrush grenfell short years completely fucked uk,0.7988648044398873,NOT,NOT
yehundinonkibaathai special corner people define simplicity real beauty long time among many actresses personifying true sense stunning naturally,0.7449181025300045,NOT,NOT
minutes instinct love alancummings instinct intriguing,0.7602326513650668,NOT,OFF
thosethataretheloudest afraid justice coming bono scam like clintonfoundation pedowood haiti,0.7094717418360601,NOT,NOT
look chicago baltimore examples strict gun control laws effective,0.742066961060498,NOT,NOT
welovesergiobecause angel pure sweet loves supports us much love support mention dancing king irl love seg,0.70832272975331,NOT,NOT
republican devinnunes says liberals antifa causing riots winning newsweek,0.7057503922955087,NOT,OFF
days bbc radio festival day decide tell us headline act isnt coming anymore thanks lot ive paid fortune see tonne acts shit interest ,0.7916920861856032,NOT,OFF
tytlive trump needs go danger country world way get rid good,0.7412725328932624,NOT,NOT
constitutionaldecay isnt abstraction manifests every debate words written fall short providing useful relevant framework root issues diverse gun control abortion data privacy healthcare instance,0.7460737345292557,NOT,OFF
davidhogg nobody,0.19099736721696825,OFF,NOT
 sweetheart hope gets well soon patient strong mr capullo,0.7349823124953716,NOT,NOT
bbcbias wato conservatives built twice much council housing labour wrecked economy almost bankrupted country,0.7988648044398873,NOT,NOT
chicago gun control effective eliminated crime completely ,0.6669773945539381,NOT,NOT
follows ,0.7988648044398873,NOT,NOT
room actually incredible noname shit always im seein like days melbourne life good nice day,0.7056902359707113,NOT,NOT
cnn irrationally argues legalising abortion ireland based murder infant liberals think savetheth thamendment thref ccot pjnet tcot bluewave conservatives teaparty lovethemboth repealtheth,0.6728917046361234,NOT,OFF
 like still really miserable unpleasant us like even told werent happy would got divorced even born im like cool cool literally born hatred thats awesome wonder im fuckup,0.6604695697422953,NOT,NOT
rosierules fanclub rosie never fails matter go mom takes fan club starts follow mom pets talks think pretty cool wait til figure dad mints pockets,0.6446282961378667,NOT,NOT
awe cute cute,0.6684224565241389,NOT,NOT
vaginaldavis radical performer educator artist embraces life margins multiple identities intersex terrorist drag queen black creole mexican german jewish roots born los angeles ca sometime around ,0.6005521625843764,NOT,NOT
 literally everything,0.5680003823024156,NOT,NOT
ah called george,0.7181022067963636,NOT,NOT
myuniqueheritage separate family tree personalities havent made past mom yet,0.7379186143044683,NOT,NOT
wednesdaywisdom lovelibraries lovetoread share us reading wednesday,0.7988648044398873,NOT,OFF
desantis deracist bad choice distanced prezs comments today questioning deaths puerto rico hurricane maria whataputz,0.6323574601606234,NOT,NOT
google awesome,0.7988648044398873,NOT,NOT
kavanaugh professorchristineford started story said said become liberals vs conservatives,0.6330981377305931,NOT,NOT
groomhaircuts hmmn hm nutten nuh change weather lastleg wavecuts youthcuts straightrazors snip groom sbarbershop southorangevillage,0.7063111817911597,NOT,OFF
lost acca first fucking fight cba,0.6490602064832913,NOT,OFF
 use one next time im gun control debate debate free speech taxes yes choose irresponsible choose argue responsible whats wrong justify murder saying never alive right,0.6673264734411242,NOT,OFF
 hell think ,0.5708552488290726,NOT,NOT
 nasty,0.7361244792186523,NOT,OFF
liberalismisamentaldisorder hypocrites democratshateamerica democratsaredangerous everything liberals touch turns absolute shit,0.5655484766019144,NOT,NOT
wednesdaywisdom extreme weather road conditions make driving dangerous stressful please safe effected hurricaneflorerence safetyfirst,0.7349672918241372,NOT,NOT
veer left old church,0.7220157970706628,NOT,NOT
hurricanceflorence way praywithoutceasing,0.5714383273433821,NOT,NOT
antifa grueling training goes much better video game,0.6901301122708199,NOT,NOT
best price asmodee board game various,0.7988648044398873,NOT,NOT
nickidagoat ,0.7876993651733069,NOT,NOT
 good getting truth,0.5310583398044662,NOT,NOT
nowplaying interview monique rochon starring pulpit secrets september landis theater vineland listen thelounge,0.7816300034083831,NOT,NOT
nbakfreeagent looking rd member crew dont good records reason due random teammates hmu interested pure slasher pg pure sharp sg,0.7463051412447756,NOT,NOT
shugurrgiveaway craig wearing swag party hat thank shugurr inspiration helping realize love art best,0.7030436317390465,NOT,NOT
hollywood liberals threatening since reagan bush w bush trump none made move emptythreats michael moore says move canada new film leads trouble,0.6836018405344304,NOT,OFF
 niggas podcasts youtube channels dedicated shit aint getting solved ,0.569258713114785,NOT,NOT
smexy beach long chair asleep cigarette wine hands openrp,0.6881206624976882,NOT,NOT
 pandering hrc crowd blm antifa yeah thats really texas needs office god bless texas voterednov,0.6272243747258075,NOT,OFF
anytime randomly bust laughing remembered dumb shit albria said,0.6129018087066743,NOT,NOT
climatchange ticks conservatives hard belief system rain toadstools locusts problem much actual rain unbelievable good article full quotes words via,0.7366118878633812,NOT,OFF
 like jewish people claims holding money sound familiar left wing libtard family family kkk hate jews thats funny gun control even funnier good luck,0.608316285216481,NOT,NOT
maga read george conway calls donald trumps ceaseless shameless witless prevarication virtually topics via,0.6227750400520229,NOT,NOT
 ,0.7876993651733069,NOT,OFF
k bitches,0.48668110523482,OFF,OFF
liberals always dirty tricks get way,0.689118236428216,NOT,OFF
conservatives upset bertenernie gay sexualpredator hooker rapist supremecourtjustice,0.5587082592468633,NOT,OFF
antifa protest athens years murder pavlos fyssas golden dawn voters complicit crimes killahp,0.5860727594546735,NOT,NOT
 abused sit wait maybe change future going get ticket evaluating date writing account disabled instagram whole text comment field,0.6813024942550014,NOT,NOT
kavanaugh john fund kavanaugh ford controversy even honest liberals upset,0.6322023940848688,NOT,NOT
gun control takes guns law abiding citizens thats ,0.6911260451354844,NOT,NOT
antifa resist trump trying bring world peace obstruct like democrats good also haters gonna hate,0.6145955840966111,NOT,NOT
 advocate model natural beauty,0.7988648044398873,NOT,NOT
maga kavanaughconfirmationhearings postponing votes well lets open hush fund books ,0.7194839408317979,NOT,NOT
ticktock formally charged mishandling sensitive material choice release proof guilty high treason united states selling patented military secrets saudi arabian government,0.7521943679275157,NOT,NOT
backtheblue jeff sessions listen aclu antifa black lives matter want chicago shootings via,0.5249650539667023,NOT,OFF
conservatives like old garbage bags blowing wind old garbage bag ,0.7183422669587001,NOT,NOT
tipoftheday giving coffee gift part gift make sure ask airtight container valve sealed bag tin ties cute preserve coffee past week join mailing list tips facts coffee news,0.7434105779758908,NOT,NOT
arizona tennessee alaska sc soon rinos aka liberals reelection vote draintheswamp,0.770094452178184,NOT,NOT
affirmativeaction affirmativehate altleft wants law prof fired pointing poor performance unqualified admits tcot conservatives law lawyers lawdean lawprof upenn altleft highered aba highereducation academictwitter,0.7492910312537702,NOT,NOT
lisaxmichaelkors soo beautifull,0.7876993651733069,NOT,NOT
breaking official music video gtfo reached million views youtube still us itunes music video charts keep streaming lambs,0.7043024246332198,NOT,NOT
vijaymallyacase usually good credible anchor heard interpreting malliyas statement others said met talk settlement said maliya said leaving london please contact live tv,0.6971603769957493,NOT,NOT
aurora il kanecty please keep looking sharing sweetheart named rosey little white tan chihuahua terribly missed see call right away,0.7431638026807394,NOT,OFF
bakersfield need gun control sorry victims gunman hope rots hell,0.6708030523429277,NOT,NOT
believe going teach ways create exclusive online traffic economy never short supply qualified prospects sales ,0.7459325168691622,NOT,NOT
trump going visit victims hurricaneflorence antifa planning rally meantime party boats bros antifascist maga kag wwgwga greatawakening qanon qarmy florenceaftermath florencenc northcarolina,0.7988648044398873,NOT,NOT
denver venues stacked epic shows fall put together fall music guide help pick shows going hit season check ,0.7711515020131376,NOT,NOT
sundayfunday go check girl thecanncierge takes bomb photos drops hell lot cannabis knowledge canncierge im pot stock,0.7152551149591242,NOT,NOT
chan hunting antifa via,0.7006011461612476,NOT,OFF
honoursacrificeboycottmatch hope human rights rats r happy hope sidhu happy hope liberals r happy lets play cricket wth thm lets thank thm wht r soldiers lets celebrate impotence funny piddly little nation like pak taking us ride,0.667795572994687,NOT,NOT
womenwednesday meet multiple award winning designer bfa demand grad behind recent redesign lacava centre pictured classmates concordia cualumni,0.7988648044398873,NOT,OFF
confirmkavanaugh kavanaugh scotus potus presidenttrump americafirst maga kag anti trump liberal activist accuser ford makes accusation willing subject b question suffer consequence filing false charge lockherup,0.732260540363165,NOT,NOT
anal stimulation,0.7876993651733069,NOT,OFF
resist traitors caught video breaking laws communist socialism ways slow trump agenda dc chapter democrat socialists america forget antifa distraction real resistance maga,0.7236484213953587,NOT,NOT
nuevafotodeperfil pic awesome,0.6770391506868664,NOT,NOT
serenawilliams making start st set look like ancient history playing usopen,0.7588625559462485,NOT,NOT
wce love life best thing ever happened girlfriend also best friend know alot heart breaks baby break heart p yes cropped r truth ,0.6520818823901006,NOT,NOT
celebrities bekah martinez pregnant bachelor star expecting first child boyfriend grayston bekah martinez whole new reality going mom bachelor contestant via,0.6701613885816591,NOT,NOT
greatawakening qanon patriotsunited wwgwga areyouawake awake see clearly check video,0.7988648044398873,NOT,NOT
florence looks like getting ready explode notice eye starting reappear,0.7228894260376739,NOT,NOT
alex jones smokin dicks mans really got supporters ,0.5616994593613933,NOT,NOT
bbnaija told u child grace meant busy time famz anybody teamceec,0.5137688614533211,NOT,OFF
christineblaseyford grinding kavanaugh party almost yrs ago gotta love age ridiculous metoo movement swear kavanaugh already get liberals anxiety attack like,0.6412845755985903,NOT,NOT
choosecruz let ca ny liberals dontcamytexas,0.7988648044398873,NOT,NOT
celine swittins follback erza jullian openfolbackceline swittins,0.7876993651733069,NOT,OFF
corybooker hero american traitor treated arrest prosecute carry sentence kavanaughconfirmation via,0.7147527384362028,NOT,NOT
conservatives thanks tory doctrinaire policies going back time losing hard one benefits prosperity go forward eu partners,0.7988648044398873,NOT,OFF
round goon bitch kiddin ,0.6127845272983843,NOT,NOT
hurricaneflorence producing rain please safe,0.7988648044398873,NOT,NOT
scott gottlieb doesnt know whats opiod whats hes definitely expert anything however expert reading bank statements counting money,0.7521843409220403,NOT,NOT
angels runs five come courtesy mike trout homers trout connects pitch runners second third,0.7918144199451755,NOT,NOT
california leads way gun safety,0.7160447619737715,NOT,NOT
communistnewsnetwork rented lips never ever seen protesting demanding gun control streets chicago liberalshateamerica,0.647922840136563,NOT,NOT
 blow hard going push votes bad enough names always tappanzee bridge us nyrs say hope investigate going opened risk lives one knew ready,0.6232991082024189,NOT,NOT
patriotsunited patriotseffectingchange patriot maga trump trumpssuperelites thestorm greatawakeningworldwide qanon wwgwga law abiding citizens right defend fight fire fire antifa article shows us read,0.7805052959444877,NOT,NOT
sundayshoutouts amazing boundless support endless appreciation support return loop love respect,0.7766335348728532,NOT,OFF
morebs barrysoetorobullshit,0.7876993651733069,NOT,OFF
tytlive omg latino faith based woman think trump christian wow poster child immorality hating latinos,0.6316928103952115,NOT,NOT
 stuff people say amazes get already gun control take look happens people arrested gun charges weekend chicago given slap wrist nra,0.6654223566610677,NOT,NOT
conservatives always revolting,0.7988648044398873,NOT,NOT
 said vast majority us leftists support gun control inherently left wing policy many revolutionary socialists anarchists support aggressive gun control believe working class armed self defense,0.7419531228630825,NOT,NOT
democrats liberals accuse brettkavanaugh proof meanwhile supported tedkennedy run called lion senate killed woman wednesdaywisdom news trump,0.6225024326985891,NOT,NOT
google fellow goggler must say election night one greatest nights life watching libs hillary supporters especially media still laughing alls pain tears brought great joy thankyou,0.7088185651171913,NOT,NOT
bestpotusever lovemypresident maga brilliant winning masternegotiator thank ,0.7988648044398873,NOT,OFF
carrey pervert ,0.5638163537970013,NOT,NOT
angel dad lawmakers really cared citizens would secure border via,0.6329236855778386,NOT,NOT
 american tail really one underrated animations ever ever ever fuck cried scene,0.5802692380450931,NOT,OFF
nigga stupid trash dont play play bitch,0.5324854938743389,NOT,OFF
nooneaskme opinion offset keeping beef cardib know cardi slow believe everything says meal ticket think offset need sit ugly ass ,0.5962754891524022,NOT,OFF
icymi liberals favorite myth obama law professor destroyed,0.7093407953915187,NOT,NOT
joyfulglitz younique blessed momlife,0.7186162548566198,NOT,NOT
haveyoursay live garston jane wants hear views location new community police station proposing open new accessible community base south liverpool nhs treatment centre church road think,0.7988648044398873,NOT,NOT
seek lord find call near isaiah god waiting come kingdom jesusiscalling give new life repentance forgiveness salvation sin satan europaafricaus pray trustgod believe,0.7515872849650279,NOT,NOT
repost get repost happy th one prince harry duke sussex grounded compassionate guy taking mother im,0.7232722835418222,NOT,NOT
 complete person ever met know happen pro football lot special things life want duke football player ands buts ,0.725453910476132,NOT,NOT
spending speed money saving atlest earn start today look income expenses find start cut back get save,0.740968669916489,NOT,NOT
jenelle wants world know bikini oh pray nc,0.6045762703070938,NOT,OFF
 demonstrate wholly incapable carrying thought logical conclusion ,0.7367360579032348,NOT,NOT
uglyisthenewpretty let ppl tell look ultimate power projecting laughing projections others actor play life ride afraid ,0.699556302890624,NOT,NOT
maga cares farm reason commit murder end story,0.6860179637377671,NOT,NOT
go jeans wearing wranglers yrs ever since found levis contributed heavily gun control groups gun grabbing politicians back ,0.6992369150459781,NOT,NOT
feelsgoodgirl proud amazing gambit,0.7988648044398873,NOT,NOT
 guess thats swamp ass originated,0.6070012642871649,NOT,NOT
maga qanon greatawakening inners wwgwga nowcomesthepain walkaway goodbyedemocrats mccabe strzok caught destroying evidence final days fbi huber running grand jury,0.7988648044398873,NOT,NOT
conservatives arent afraid anitahill redux know power matters truth republicans arent worried kavanaugh hearing backfire facts almost dont matter news gop trump liars posttruth soctus,0.6204309069337703,NOT,NOT
brexit deal reached eu hold onto hats hardbrexit brexitdeal chequersdeal chuckchequers mbga mega mcga maga conservatives patriots mayout maymustgo,0.7988648044398873,NOT,NOT
 reminder david harcourt classic everyone wants fuehrer history national socialism australia new zealand avail pdf antifa auspol fcknzs,0.7589167659803535,NOT,NOT
titty,0.7876993651733069,NOT,NOT
soc oc dom manapun plot foto hanya penanda faceclaim,0.7876993651733069,NOT,NOT
texas wake socialist mesmerizing weak minded state texas crying loud places embody american spirit individual freedom texas standard bearer make damn stand great senator savetexas,0.7457545896833089,NOT,NOT
pastramicity sad found sky sooner music still amazing,0.6729667580402263,NOT,NOT
wcw zamalek zamo mapholoba first friend uni upto today still muntu love pholobs years strong,0.7329600192813821,NOT,NOT
proudfatherswithrtg way cnt wait hope god mke hppn,0.6238036649882377,NOT,NOT
 irrelevant find weed would dug th grade picture wearing hoodie talk thug ,0.721674231839881,NOT,NOT
chequers dead e time move supercanada offered take time face fact retire mrs may appoint new leader probably,0.7988648044398873,NOT,NOT
auspol flawed though many ways individuals labor pms always battled achieved lot nation recently apart gun control lnp actually done nation go make list,0.7387903959659573,NOT,OFF
 pet fucking disgusting,0.1813905970420182,OFF,NOT
maga breaking news dnc stole playbook george costanza seinfeld least know dnc rule lie believe watch,0.6482594176977621,NOT,OFF
liberalhypocrisy tacobell liberals ask illegal immigration taco bell employee habla ingles,0.6721948346547111,NOT,NOT
years ago antifa rapper pavlos fyssas surrounded fascists golden dawn party keratsini athens stabbed death five years later forget forgive,0.5114055107890054,NOT,NOT
collegefootball dt ol gallatin tn turned yrs old aug st average movement dog sec pac big big,0.7346546305365271,NOT,NOT
 agree common ground like bushes particularly hw,0.7988648044398873,NOT,OFF
blackinkcrewchi lily dont hate hate worst enemy cause let anger get way legit feel like shes one kids work job,0.6285998280322083,NOT,OFF
justiceforsoniasfather mr usman buzdar sb please respond sonia iqbal daughter pti counsellor okara whose father killed elections nawaz league killers saying commit suicide front media justice,0.7685230477046356,NOT,NOT
listen aclu antifa blacklivesmatter want chicago shootings via sessions,0.5934155285918314,NOT,NOT
ruth porat another coincidence good people people like shapping narrative censoring search results,0.7501238441081599,NOT,OFF
worst potus ever,0.7119024623682069,NOT,OFF
conservatives genetic ability understand hypocrisy irony right wing ideology gets ya twisted knots onpoli ontario partyofyesteryear fraudnation,0.7474858578781094,NOT,NOT
 got angry stating checked drawer dont see making argument could still fault particular instance ohreally,0.7148507804773168,NOT,NOT
aldubthweeksary thankful keep fighting want tomorrow,0.7276309362258788,NOT,OFF
oitnb worst public defender trailing pen uner words,0.7988648044398873,NOT,NOT
trademark attorney daniela paull paris next week attending nd annual conference get touch also attending would like set meeting ip,0.7988648044398873,NOT,NOT
timetravelthursday maxdrivetimetravelthursday onairwithshine np home maxdrive w radioenchantress,0.7479862400153915,NOT,NOT
 never regretted even hardest times,0.5655624173527896,NOT,OFF
theview bothamjean believe amyguyger lying pos live near police station hope pray cop bust house thinking kills god people color police prey always police cross hairs matter ,0.6502050709749613,NOT,OFF
antifa september stop fascist nvu amsterdam,0.670341232364372,NOT,NOT
becauseoftories lowest youth unemployment since records began,0.7988648044398873,NOT,OFF
 thats nyfw cause class act getcho wack ass outta ,0.5391506623752904,NOT,NOT
maga kavanaugh drainthedeepstate like see interviewed book war laid lot happening today dc secret resistance society antifa white house meeting interesting hear yrs bk,0.7234073494223308,NOT,NOT
sandraoh dressed like queen tonight salute canadian goddess let hope win killingeve emmyawards,0.7274116313438981,NOT,NOT
wwe considers raw bigger show ronda later ppv shows bigger nane,0.5993957497155422,NOT,OFF
greatestthingsaboutthes liberals werent unhinged,0.5244413220866433,NOT,NOT
stayonyourpath healthquote wishing loose fat get back wellbeing slow reverse aging process check super powerful natural method,0.7988648044398873,NOT,NOT
somethingisabouttohappen goes bottle floor water dripping snapped trying cool pissed something sure stay tuned,0.6135138791790689,NOT,NOT
fakenews like gloss today thanks christineblaseyford circus act confirmjudgekavanaughnow get back triggering liberals talking success,0.7505840272348185,NOT,NOT
capitalism may undermined displacement menial laborers ai conservatives therefore inoculate knee jerk reactionism notion living wage economics marxism marx robotics communism socialism socialismkills,0.7589371837481957,NOT,NOT
california tries new tack gun violence bullet control new york times activist,0.7710261856047305,NOT,NOT
eminem could gone harder reason rapgod one best lyricist game lot people talk smack never ,0.6831705464862841,NOT,OFF
conservatives mus pray liberals trooly kno knot watt brot socialist democrat wonderful ignorant parents served inda military learnd serve christ eye reel eyesed conservativism closely aligned w god,0.653883069100204,NOT,NOT
deplorabledregofsociety says joe bidens girlfriend lol maga redtidalwave onward dregs,0.6489553292607237,NOT,OFF
disarmthem antifa please one stupid enough us open carry us carry concealed anyone stupid enough considered act aggression shot also carry one weapon shoot kill maim,0.7017102312997043,NOT,OFF
puerto rico destroyed die trump visits throws paper rolls people months later puerto rico still waiting help trump says everything fine visit great success,0.5952299919555626,NOT,NOT
beto rourke talks gun control houston campaign events via,0.7031075303811123,NOT,OFF
 sick ass ppl school gave something chug nasty drink go away,0.5851044322156779,NOT,NOT
anyone want bet costs k election referendum,0.7178044524833427,NOT,NOT
conservatives going make hay trudeaus answer truth theres criminals everywhere people commit heinous acts violence whether theyre syria brownskin white canadian born tragic around,0.6567989211017145,NOT,NOT
 reading feel like hearing cardi b voice rapping,0.5969989602968484,NOT,OFF
conservatives dumberthandogshit central point tweet,0.7988648044398873,NOT,NOT
season scary er subject condemn antifa take soros money,0.7137949842017111,NOT,NOT
charlotte could see anywhere rainfall hurricaneflorence florencenc florence nothing mess around powerful life threatening major hurricane bringing lot,0.6969047502371307,NOT,OFF
rosie makes nauseous,0.7988648044398873,NOT,OFF
feminazis liberals metoo counts blame non liberal man bizarro kag,0.6797950503738852,NOT,NOT
conservatives like liberals definition liberty different conservatives freedom means freedom obstruct impede prevent progress humanrights civilrights society general liberals freedom comes ,0.7988648044398873,NOT,NOT
watch ielts liz amazing,0.723656391289977,NOT,OFF
brexit deal reached unveiled special summit november sold uk eu better finished,0.7988648044398873,NOT,NOT
blackeyedpeas tackle gun control social justice new song big love,0.7776869053496748,NOT,NOT
google appears completely testosterone free work environment soyboys fairyland hurricaneflorence,0.701072532898726,NOT,NOT
wednesdaymotivation startup entrepreneur boss want salute start entrepreneurs thing especially ones lack true insight tasks need done law,0.6418611779223048,NOT,OFF
crazyredhead angry orange cheeto claims president never accept denying lives lost puerto rico monster,0.5588157743003899,NOT,NOT
bull crap know care trying get attention presidential run see senator giving nonsense nope,0.5542585216520849,NOT,NOT
congratulations erika ikizake day marta pass courtesy marta campus services keep following us prizes staytuned thestateway gopanthers,0.7988648044398873,NOT,NOT
hurricanceflorence god bless president donald j trump thank service saint haters going hate keep great work,0.7326709402232521,NOT,OFF
europaleague song eu cash remaining chips p ss played cards liberals u brexiteers trump takes nice eh life better everyone,0.6920516613766974,NOT,NOT
 managed ,0.7876993651733069,NOT,NOT
god help us ,0.6926273315104566,NOT,NOT
hillary clinton talking gun control sure thread full well reasoned data driven responses oh well maybe ,0.6731162727582036,NOT,NOT
democrat last ditch effort stop kavanaughconfirmation smear good name liberals trying protect abortions boycott,0.673312887542173,NOT,OFF
 phone fucking dumb,0.7154130997057835,NOT,NOT
kendalljenner looks amazing cares nude everyone likes nudity sexual desire like artistry every woman planet parts comfortable yougotthis,0.6531792918947864,NOT,NOT
scorpio sure committed partners keep satisfied bed set,0.762669832285721,NOT,NOT
wisdom wellness teach right way build private online traffic economy never short prospects sales ,0.7658475798733728,NOT,NOT
months standing talking climbing ,0.597070218011581,NOT,NOT
creepypornpresident want trending office,0.7191374763013512,NOT,OFF
howtogetpeopleoutofyourhome tell vampire threaten eat get asses shrugs problem,0.6577968784726702,NOT,NOT
fact lost popular vote fact gop gone way ignored democrats conclusion never spoke america gop gop trumpism maga livewithit,0.672342624796336,NOT,NOT
 mexican way support gun control already place means people like ever touch gun saying nothing ,0.6483417491578126,NOT,OFF
kavanaugh moment blaseyford exposed fraud expect new accuser surface liberals one trick pony liberalismisamentaldisorder,0.7276393554871866,NOT,NOT
en taller bx,0.7876993651733069,NOT,NOT
hiac match becky vs charlotte kinda sucky far taking shots back forth stumbling around like drunk version final fantasy something,0.7515856451199201,NOT,NOT
gul bukhari gul bukhari bcoz iron lady power ,0.7976934724847847,NOT,NOT
aparently computer want operate moment upload episodes individually sorry inconvenience,0.7097611289033865,NOT,NOT
christineblaseyford democrats condemn conservatives made minds time made minds condemn kavanaugh without question vote kavanaugh hearings,0.7203676636200982,NOT,NOT
 see point school shootings extremely controversial bickering gun control vs gun rights nike controversy current one,0.6498828039280498,NOT,NOT
nunsprotest sad nobody supporting sisters mother superior christian community difficult stand victim whether nun ordinary victim,0.5235942180706613,NOT,NOT
pornhub thoughtful people taking suggestions category underserved communities ,0.6528596409119924,NOT,NOT
 agree read first paragraph struggled get past condescension lawyer educated opinion lawyers differing educated opinions,0.7096972195339522,NOT,OFF
bcog cool confident cocky kicks ass,0.4961033006776976,OFF,NOT
proudfatherswithrtg bafethu love good look kids hope supportive moms im truly inspired best father im father ever become one,0.6304115872474545,NOT,NOT
p hussain message muslims entire humanity really great message entire world,0.7015072863095511,NOT,NOT
chequersplan absolute farce brexit conservatives idea may totally discredited time election forthemany,0.7988648044398873,NOT,OFF
oh fuck ,0.5170052622181593,NOT,NOT
lifeisbutepu friends dont know using pics memes twitter,0.5481117496682057,NOT,NOT
thenunmovie scary thought would clearly critics think terrifyingly creepy like ties theconjuring series,0.6774233215256582,NOT,NOT
breakingnews trump issues statement christine blasey ford see visit bluewave bluetsunami maga democrats liberals scotus crypto,0.7519981983224526,NOT,OFF
liberalhypocrisy criminal democrat evidence ellison liberals hypocrites keith ellison domestic violence accuser says democratic party believe story,0.48346867125370463,OFF,NOT
wotd isaiah lord guide continually giving water dry restoring strength like well watered garden like ever flowing,0.6522832113415704,NOT,NOT
greatawakening qanon resist impeachtrump mueller muellertime liberals liked retweeted post know exculpatory means lol testament lack interest details thanks guys,0.7452982826998324,NOT,NOT
trump real good witness johndowd good witness mr president afraid help day following remarks attorney dowd quit everybody,0.7870696541119682,NOT,NOT
repost get repost motto pr car wherever aspire break entertainment industry start pr business need,0.7280787307756804,NOT,OFF
democratpartyofdomesticterrorists fascist antifa feminazi walkaway run,0.7479651484031563,NOT,NOT
 im getting turnt holo keef regardless,0.559728124607175,NOT,NOT
talks vyvx cloud connect offering secure reliable connectivity direct connect via,0.7988648044398873,NOT,OFF
auspol know still job seriously,0.5827766802113802,NOT,OFF
maga tell one good thing trump done president dare worst president history,0.7539157623607268,NOT,NOT
daysofcode day react redux montreal,0.7988648044398873,NOT,NOT
chequers violation democracy standupbrexit people must respected,0.7914489722403423,NOT,NOT
arsyoungjaeday happy birthday choi youngjae vocals god contagious laughter beautiful man could never feel sad whenever see img snippet video always brightens day last img saw,0.6659860191905322,NOT,NOT
tickets htafc away match watfordfc go sale supporters priority points monday,0.6827533646115129,NOT,NOT
u put privileged nfl player ur ad th anniv sacrificed nothing still rich life tom burnett passenger doom flight told wife others sacrificed everything gave life save others everything,0.6590445213801723,NOT,OFF
confirmkavanugh stall tactics dc cronies recourse delays votered end madness maga,0.7764468875421651,NOT,OFF
beats hell nj lol dude already made assumption antifa even ignored evidence make assumption,0.6300722940458701,NOT,OFF
stopetchecopar fuck que florezcan mil baby etchecopar,0.3796148542622262,OFF,NOT
antifa invaded memorial recognition kate steinle austin texas tried comfort looked like struggling returned southern district new york recused michael cohen raid trump full support moving ,0.7092002411511875,NOT,NOT
laws law abiding citizens second amendment dont need gun control criminals dont care use guns end time figure stop using guns,0.6903877297127734,NOT,NOT
onairnow jon bellion rsidance,0.7876993651733069,NOT,NOT
immigration public charge rule law years u social safety net designed support u citizens finance foreigners lives u trump maga via,0.6921059942718544,NOT,NOT
florence list hurricane florence feeds trump maga central va close view excessive rainfall outlook today monday purple areas highest risk vawx ncwx nrv rke,0.7412556576203667,NOT,NOT
feckless encourage liberals democrats waste lot time expending energy trying convince trump voter dont need majority via,0.6763360564769201,NOT,OFF
antifa mentally unstable cowards pretending relevant,0.6313149350400729,NOT,NOT
emmys sanda ho asia america canadian description ,0.6920799048977713,NOT,NOT
welovesergiobecause sweetest guy ever loves us much happy fan,0.6659051216002125,NOT,NOT
 nc thursday work nursing home hair around heard tv alert afterwards tests tv went lunch one radio strange keep saying unusual,0.7297532689993422,NOT,NOT
 sleepy bot cuddles roguebot,0.7530724892664203,NOT,OFF
 browning looked like dog shit fcs school whats point,0.6505478002211824,NOT,NOT
wcw live coverage youtube videos textureontherunway official natural hair media company nyc emmy award winner fierce,0.7355902463190002,NOT,NOT
ctriders hope enjoying friday looking way enjoy nice weather weekend september readanewbookmonth nothing like reading new book patio nice cup coffee anyone ready anything interesting month,0.7239774680286468,NOT,NOT
wow safe sex hot love butch top also receives,0.7604743844400554,NOT,NOT
antifa men get riled big anti trump rally playing theme song wonder woman movie repeat power rangers,0.6607434812646586,NOT,NOT
brettkavanaugh anyway matter replacement justice kennedy bigger one conservatives fortifying scotus majority decades come libs longer hiding desire directly attack bill rights,0.6644406782777248,NOT,OFF
